GO	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693
cell redox homeostasis (GO:0045454)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of transcription, DNA-templated (GO:0045892)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
negative regulation of DNA recombination (GO:0045910)	0	0	1	0	0	0	0	1	0	0	4	0	2	0	2	4	1	4	0	4
negative regulation of growth (GO:0045926)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP metabolic process (GO:0046034)	0	0	0	0	0	0	2	2	0	0	6	2	2	0	4	4	2	4	0	4
dUTP catabolic process (GO:0046081)	0	0	1	0	0	0	2	3	0	0	3	0	2	0	3	3	3	3	0	3
glycerol-3-phosphate catabolic process (GO:0046168)	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1
L-arabinose metabolic process (GO:0046373)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chorismate metabolic process (GO:0046417)	0	0	0	0	0	0	0	0	0	0	5	0	3	0	4	5	5	5	0	5
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (GO:0046429)	0	0	0	0	0	0	0	0	0	0	4	2	6	0	2	6	2	5	2	5
alpha-L-arabinofuranosidase activity (GO:0046556)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
tetrahydrofolate biosynthetic process (GO:0046654)	0	0	0	0	0	0	4	0	0	0	0	0	5	0	5	5	0	5	0	5
response to antibiotic (GO:0046677)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
viral entry into host cell (GO:0046718)	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
viral procapsid maturation (GO:0046797)	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0
inositol phosphate dephosphorylation (GO:0046855)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0
oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor (GO:0046857)	0	0	0	0	0	0	0	0	0	0	3	2	0	0	3	3	3	3	0	3
metal ion binding (GO:0046872)	0	7	8	0	0	0	33	19	1	2	75	18	71	0	70	84	79	85	23	79
metal ion transmembrane transporter activity (GO:0046873)	0	0	5	0	0	0	6	0	0	0	2	1	3	0	2	2	2	1	5	1
secretion (GO:0046903)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
acyltransferase, acyl groups converted into alkyl on transfer (GO:0046912)	3	6	0	0	0	0	4	5	0	0	15	2	10	2	0	10	10	10	5	10
transition metal ion binding (GO:0046914)	0	0	0	0	0	0	0	2	0	0	1	2	2	0	2	2	2	2	0	2
proton-transporting ATP synthase activity, rotational mechanism (GO:0046933)	0	0	0	0	0	0	6	2	0	0	22	0	14	0	15	20	19	21	0	21
protein carbamoylation (GO:0046944)	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	2	0	2
protein dimerization activity (GO:0046983)	0	0	2	1	0	0	2	3	0	0	6	0	5	0	8	7	6	6	2	6
protein-disulfide reductase (NAD(P)) activity (GO:0047134)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity (GO:0047151)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tetrahydrodipicolinate N-acetyltransferase activity (GO:0047200)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nucleoside-triphosphate diphosphatase activity (GO:0047429)	0	1	0	0	0	0	0	0	0	1	6	0	1	0	2	5	2	6	0	5
acetolactate decarboxylase activity (GO:0047605)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
D-threo-aldose 1-dehydrogenase activity (GO:0047834)	0	2	1	0	0	0	0	0	0	0	1	2	1	0	0	0	2	1	1	0
quinone binding (GO:0048038)	2	1	1	0	0	0	2	1	0	0	3	1	3	0	3	3	3	3	0	3
UDP-glucuronate decarboxylase activity (GO:0048040)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
signal recognition particle (GO:0048500)	0	0	1	0	0	0	2	0	0	0	7	3	7	0	5	9	9	7	0	7
malonyl-CoA decarboxylase activity (GO:0050080)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methylaspartate mutase activity (GO:0050097)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
N-acetyldiaminopimelate deacetylase activity (GO:0050118)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oleate hydratase activity (GO:0050151)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thiaminase activity (GO:0050334)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
IMP 5'-nucleotidase activity (GO:0050483)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity (GO:0050511)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity (GO:0050515)	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	2	4	0	4
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity (GO:0050518)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1
glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity (GO:0050567)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2
flavin adenine dinucleotide binding (GO:0050660)	0	11	9	2	2	0	12	2	0	2	19	8	15	0	25	24	22	20	15	22
NADP binding (GO:0050661)	0	0	6	0	0	0	7	2	0	0	34	4	18	0	19	28	22	31	5	32
thymidylate synthase (FAD) activity (GO:0050797)	0	0	0	0	0	0	6	0	0	0	7	6	5	0	4	10	7	7	0	7
modulation of chemical synaptic transmission (GO:0050804)	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
dimethylallyl diphosphate biosynthetic process (GO:0050992)	0	0	0	0	0	0	0	0	1	0	5	0	5	0	4	5	5	5	2	6
adenosylcobinamide-GDP ribazoletransferase activity (GO:0051073)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
unfolded protein binding (GO:0051082)	0	1	5	0	0	0	6	4	0	0	15	3	15	0	19	16	7	18	6	18
chaperone binding (GO:0051087)	0	0	0	0	0	0	0	0	0	0	9	0	6	0	6	9	6	9	4	9
chaperone-mediated protein complex assembly (GO:0051131)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
glucose 6-phosphate metabolic process (GO:0051156)	0	0	0	0	0	0	0	1	0	0	3	0	2	0	2	3	2	3	2	3
NAD binding (GO:0051287)	0	5	2	3	0	0	9	4	0	0	21	8	20	1	15	22	24	20	3	20
cell division (GO:0051301)	2	3	0	2	0	0	8	2	2	0	18	8	8	0	18	21	13	15	8	15
iron-sulfur cluster binding (GO:0051536)	3	12	10	0	0	0	12	8	0	5	64	27	57	0	47	67	48	60	25	59
2 iron, 2 sulfur cluster binding (GO:0051537)	0	6	1	0	0	0	13	0	10	0	9	1	8	0	3	8	8	8	1	6
4 iron, 4 sulfur cluster binding (GO:0051539)	2	1	2	0	0	0	1	12	0	2	36	12	43	0	29	38	35	43	11	44
proteolysis involved in cellular protein catabolic process (GO:0051603)	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	1	1	1	0	1
protein maturation (GO:0051604)	0	0	4	0	0	0	0	0	0	0	8	2	7	0	7	8	7	8	0	9
defense response to virus (GO:0051607)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cell cycle (GO:0051726)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity (GO:0051745)	0	0	0	0	0	0	0	0	1	0	5	0	5	0	4	5	5	5	2	6
peroxiredoxin activity (GO:0051920)	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1
ADP-dependent NAD(P)H-hydrate dehydratase activity (GO:0052855)	0	0	3	0	0	0	1	2	0	0	5	3	5	0	3	8	5	8	0	5
glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group (GO:0052861)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA (guanine(37)-N(1))-methyltransferase activity (GO:0052906)	0	0	0	0	0	0	0	0	0	0	5	0	6	0	3	5	3	6	0	6
copper ion homeostasis (GO:0055070)	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
transmembrane transport (GO:0055085)	41	83	69	49	50	41	70	77	15	10	149	91	161	33	146	178	154	164	63	164
negative regulation of DNA-templated transcription, termination (GO:0060567)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
membrane organization (GO:0061024)	0	0	0	0	0	0	0	1	0	0	2	0	3	0	1	1	1	1	1	1
protein-containing complex assembly (GO:0065003)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
metalloaminopeptidase activity (GO:0070006)	0	0	1	0	0	0	2	0	0	0	14	2	13	0	12	14	13	14	8	13
RNA polymerase binding (GO:0070063)	0	2	0	0	0	0	0	0	0	0	3	0	3	0	3	3	3	5	0	3
cytochrome complex (GO:0070069)	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity (GO:0070204)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NADPH binding (GO:0070402)	0	1	1	0	0	0	0	0	0	0	1	1	2	0	1	1	1	1	1	1
NAD+ binding (GO:0070403)	0	3	1	0	0	1	1	0	0	0	3	0	4	0	1	2	2	4	1	3
rRNA base methylation (GO:0070475)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	2	0	2
cytidylyltransferase activity (GO:0070567)	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	3	2	2	1	2
nucleosome-dependent ATPase activity (GO:0070615)	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1
ureidoglycine aminohydrolase activity (GO:0071522)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAX-box protein processing (GO:0071586)	0	0	2	0	0	0	1	1	0	0	3	1	2	0	2	2	1	2	0	2
organic substance metabolic process (GO:0071704)	0	2	0	0	0	0	0	0	0	0	4	4	2	0	2	6	4	4	2	4
nitrogen compound transport (GO:0071705)	0	0	0	0	0	0	1	0	0	0	3	1	3	0	0	3	2	4	1	3
membrane assembly (GO:0071709)	0	0	0	0	0	0	0	1	0	0	3	2	3	0	4	3	3	3	1	3
endoplasmic reticulum tubular network organization (GO:0071786)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
potassium ion transmembrane transport (GO:0071805)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD binding (GO:0071949)	0	2	2	0	0	0	0	0	0	1	2	0	1	0	2	4	2	2	0	2
conversion of methionyl-tRNA to N-formyl-methionyl-tRNA (GO:0071951)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	2	0	2
bacterial-type flagellum-dependent cell motility (GO:0071973)	0	10	0	0	0	0	0	9	0	0	67	9	59	0	43	68	63	70	16	70
ammonium transmembrane transport (GO:0072488)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-4 methylation of cytosine (GO:0090124)	0	0	0	0	0	0	2	1	0	0	1	0	1	0	2	2	2	2	1	3
pyrimidine nucleotide-sugar transmembrane transport (GO:0090481)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA phosphodiester bond hydrolysis (GO:0090501)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1
cell septum assembly (GO:0090529)	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0
carbohydrate derivative binding (GO:0097367)	0	0	2	0	0	0	8	2	0	0	8	2	8	0	10	8	7	8	3	8
protein maturation by iron-sulfur cluster transfer (GO:0097428)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-guanine transglycosylation (GO:0101030)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	2	0	2
ABC-type transporter activity (GO:0140359)	0	3	0	2	1	0	2	1	0	0	3	2	3	2	3	5	3	3	0	3
ATP hydrolysis activity (GO:0140603)	0	1	4	1	0	0	7	0	0	0	6	5	6	0	11	4	9	3	5	3
carbohydrate derivative metabolic process (GO:1901135)	0	0	2	0	0	0	8	2	0	0	8	2	8	0	10	8	7	8	3	8
carbohydrate derivative biosynthetic process (GO:1901137)	0	0	0	0	0	0	2	0	0	0	2	1	3	0	2	3	2	3	1	3
nucleoside transmembrane transport (GO:1901642)	0	0	0	0	0	0	1	1	0	0	2	0	2	0	1	2	2	2	0	2
regulation of cell septum assembly (GO:1901891)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GMP reductase complex (GO:1902560)	0	0	0	0	0	0	0	0	0	0	3	0	3	0	5	3	0	3	0	3
proton transmembrane transport (GO:1902600)	2	0	5	0	0	2	6	3	0	2	6	4	4	2	7	5	3	5	0	5
glucose transmembrane transport (GO:1904659)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
queuosine salvage (GO:1990397)	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
starch binding (GO:2001070)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
