IPR	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693
SUN family (IPR005556)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA gyrase inhibitor YacG (IPR005584)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABC-type transport auxiliary lipoprotein component (IPR005586)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase (IPR005593)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein of unknown function DUF334 (IPR005602)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PepSY-associated TM protein (IPR005625)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Copper homeostasis protein CutC (IPR005627)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Flagellar assembly protein A (IPR005646)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
Flagellar hook capping protein (IPR005648)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1
"Organic solvent tolerance-like, N-terminal (IPR005653)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	2	1	1	1
"ATPase, AFG1-like (IPR005654)"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP-binding protein Era (IPR005662)	0	0	1	0	0	0	0	0	0	0	3	0	2	0	2	3	3	3	1	3
"Protein-export membrane protein SecF, bacterial (IPR005665)"	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	1	2	0	2
"Fumarate hydratase, class II (IPR005677)"	0	0	0	0	0	0	1	0	0	1	4	1	4	0	2	4	4	4	3	4
"Ribosomal protein S12, bacterial-type (IPR005679)"	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	3	3	0	3
"Ribosomal protein S3, bacterial-type (IPR005704)"	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2
"Ribosomal protein S2, bacteria/mitochondria/plastid (IPR005706)"	0	2	0	0	0	0	0	0	0	0	3	3	3	0	2	3	3	3	0	3
"Ribosomal protein S4, bacterial-type (IPR005709)"	0	0	0	0	0	0	0	0	0	0	3	1	3	0	1	3	3	3	0	3
"Ribosomal protein S5, bacterial-type (IPR005712)"	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	4	0	2
"ATPase, type III secretion system, FliI/YscN (IPR005714)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
"Ribosomal protein S7, bacterial/organellar-type (IPR005717)"	0	0	0	0	0	0	1	0	0	0	3	1	2	1	1	0	2	2	0	2
"Dihydroorotate dehydrogenase, class 2 (IPR005719)"	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	2	3	3	0	3
Dihydroorotate dehydrogenase domain (IPR005720)	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	2	1	0	1
"ATP synthase, F1 complex, beta subunit (IPR005722)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	2	0	2
"Ribosomal protein L22, bacterial/chloroplast-type (IPR005727)"	0	0	0	0	0	0	0	0	0	0	3	2	3	0	3	3	0	3	2	3
Carboxynorspermidine decarboxylase (IPR005730)	0	0	1	0	0	0	1	1	0	0	2	1	3	0	3	4	3	4	2	6
"Ribosomal protein S19, bacterial-type (IPR005732)"	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	2	1	1	1	1
"DNA topoisomerase I, bacterial-type (IPR005733)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1
"DNA gyrase, subunit A (IPR005743)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Ribosomal protein L14P, bacterial-type (IPR005745)"	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1
Thioredoxin (IPR005746)	0	0	0	0	0	2	1	2	0	0	2	0	0	0	2	2	2	2	0	2
Endonuclease MutS2 (IPR005747)	0	0	1	0	0	0	0	1	0	0	4	0	2	0	2	4	1	4	0	4
"Ribosomal protein L15, bacterial-type (IPR005749)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	2	2	2
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (IPR005750)	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	3	0	3
UDP-N-acetylmuramate--L-alanine ligase (IPR005758)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	1
Endonuclease III (IPR005759)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	2	2	0	2
"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase (IPR005761)"	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2	0	2
UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD (IPR005762)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	2
Adenine phosphoribosyl transferase (IPR005764)	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	2	0	2
"UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type (IPR005771)"	0	2	0	0	0	0	1	1	0	0	3	0	1	0	3	4	4	3	1	3
Branched-chain amino acid aminotransferase II (IPR005786)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	1
Protein translocase subunit SecD (IPR005791)	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2
"Formyl transferase, C-terminal (IPR005793)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	1	0	1
Methionyl-tRNA formyltransferase (IPR005794)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	2	0	2
"Cytochrome b/b6, N-terminal (IPR005797)"	0	0	0	0	0	0	0	1	0	0	3	2	3	0	3	3	2	3	0	3
"Cytochrome b/b6, C-terminal (IPR005798)"	0	0	1	0	0	0	2	2	0	0	2	2	2	0	2	2	2	2	1	2
ADC synthase (IPR005801)	2	0	2	0	0	0	0	5	0	0	4	4	6	2	6	6	8	4	4	4
"Rieske iron-sulphur protein, C-terminal (IPR005805)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	2	0	0
"SecE subunit of protein translocation complex, bacterial-like (IPR005807)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
"Succinate--CoA synthetase, beta subunit (IPR005809)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ATP-citrate lyase/succinyl-CoA ligase (IPR005811)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ribosomal protein L20 (IPR005813)	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	16	9	9	8	9
Aminotransferase class-III (IPR005814)	0	0	1	0	0	0	3	0	2	0	7	5	8	0	4	8	9	7	2	9
Adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA (IPR005815)	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	2	0	1
Ribosomal protein L13 (IPR005822)	0	0	1	0	0	0	5	0	0	0	5	0	4	0	4	6	0	5	4	5
"Ribosomal protein L13, bacterial-type (IPR005823)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1
KOW (IPR005824)	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	2	4	4	2	4
"Ribosomal protein L24/L26, conserved site (IPR005825)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1
"Major facilitator,  sugar transporter-like (IPR005828)"	0	1	5	0	0	0	0	1	0	0	0	1	0	0	1	3	2	0	1	1
"Sugar transporter, conserved site (IPR005829)"	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	2	0	1	0	1
Nucleotidyl transferase domain (IPR005835)	0	2	0	0	0	0	1	1	0	0	2	0	2	0	2	3	3	2	2	2
Flagellar transport protein FliP (IPR005837)	0	0	0	0	0	0	0	0	0	0	8	0	8	0	1	8	4	8	2	8
Type III secretion system inner membrane P protein (IPR005838)	0	0	0	0	0	0	0	3	0	0	10	0	9	0	5	9	5	9	7	9
Methylthiotransferase (IPR005839)	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	2	3	4	0	5
Ribosomal protein S12 methylthiotransferase RimO (IPR005840)	0	0	0	0	0	0	0	1	0	1	2	1	4	0	1	2	2	4	1	4
Alpha-D-phosphohexomutase superfamily (IPR005841)	0	2	0	0	0	0	0	0	0	0	7	0	7	0	3	4	6	7	2	7
"Alpha-D-phosphohexomutase, C-terminal (IPR005843)"	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	3	2	2	1	2
"Alpha-D-phosphohexomutase, alpha/beta/alpha domain I (IPR005844)"	0	1	0	0	0	0	0	1	0	0	2	0	2	0	1	3	2	3	2	2
"Alpha-D-phosphohexomutase, alpha/beta/alpha domain II (IPR005845)"	0	1	0	0	0	0	0	0	0	0	2	1	2	0	1	2	2	2	1	2
"Alpha-D-phosphohexomutase, alpha/beta/alpha domain III (IPR005846)"	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	2	2	2	0	2
"Urease, alpha subunit (IPR005848)"	0	0	6	0	0	0	2	2	0	0	7	3	7	0	3	7	7	7	0	7
"Glucosamine-fructose-6-phosphate aminotransferase, isomerising (IPR005855)"	0	0	0	0	0	0	2	0	0	0	2	1	3	0	2	3	2	3	1	3
"Ribosomal protein L1, bacterial-type (IPR005878)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	1	2	0	2
"Ribosomal protein L2, bacterial/organellar-type (IPR005880)"	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	1	2	2	0	2
Serine O-acetyltransferase (IPR005881)	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	2	2	0	2
Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase (IPR005882)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	2	0	2
UDP-glucose 4-epimerase (IPR005886)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	2	2	0	2
"6-phosphogluconolactonase, DevB-type (IPR005900)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2
GLPGLI family protein (IPR005901)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
D-alanine--D-alanine ligase (IPR005905)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1
"Glucose-1-phosphate thymidylyltransferase, short form (IPR005907)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein YhcC-like (IPR005911)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
dTDP-4-dehydrorhamnose reductase family (IPR005913)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peptidase, FtsH (IPR005936)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	0	2
Anthranilate phosphoribosyl transferase (IPR005940)	0	0	0	1	0	0	1	1	0	0	3	2	3	0	4	2	3	3	0	3
"Succinyl-diaminopimelate desuccinylase, proteobacteria (IPR005941)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	0	2	0	2
Ribose-phosphate pyrophosphokinase (IPR005946)	0	0	0	0	0	0	0	2	0	0	3	3	4	0	4	3	0	3	2	3
"Molybdate ABC transporter, substrate-binding protein (IPR005950)"	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	2	1	2	1	2
Phosphoglycerate mutase 1 (IPR005952)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Fumarylacetoacetase (IPR005959)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacterial glucose/galactose transporter (IPR005964)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
Thioredoxin reductase (IPR005982)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1
"Aspartate-semialdehyde dehydrogenase, beta-type (IPR005986)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1
Inosine-5'-monophosphate dehydrogenase (IPR005990)	0	0	0	0	1	0	0	0	0	0	2	1	4	0	4	4	2	5	0	4
"Guanosine monophosphate reductase, type2 (IPR005994)"	0	0	0	0	0	0	0	0	0	0	3	0	3	0	5	3	0	3	0	3
"Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent (IPR005995)"	0	1	0	0	0	0	1	1	0	0	5	0	4	0	2	5	4	5	0	5
"N-acetylglucosaminyltransferase, MurG (IPR006009)"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
UspA (IPR006016)	1	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	1	1	1	1
NusB/RsmB/TIM44 (IPR006027)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	1
Ribosomal protein S12/S23 (IPR006032)	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	10	10	0	10
Asparaginase/glutaminase-like (IPR006034)	0	0	0	0	0	0	0	4	0	0	5	0	6	0	3	3	6	6	3	6
Ureohydrolase (IPR006035)	0	0	0	0	0	0	0	0	0	0	3	6	6	0	14	6	10	3	5	3
"Regulator of K+ conductance, C-terminal (IPR006037)"	0	0	0	0	0	0	0	0	0	0	4	0	4	0	2	4	4	5	0	4
Nucleobase cation symporter 2 family (IPR006043)	0	1	2	0	0	0	1	0	0	0	1	0	1	0	1	2	1	1	1	1
"Glycosyl hydrolase, family 13, catalytic domain (IPR006047)"	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"DNA polymerase III epsilon subunit, exonuclease domain (IPR006054)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1
RidA family (IPR006056)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"2Fe-2S ferredoxin, iron-sulphur binding site (IPR006058)"	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	1	1	1	1	1
Bacterial extracellular solute-binding protein (IPR006059)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Histidine biosynthesis protein (IPR006062)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Nitrite/sulphite reductase 4Fe-4S domain (IPR006067)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Threonylcarbamoyl-AMP synthase-like domain (IPR006070)	0	0	0	0	0	0	2	0	0	0	2	0	2	0	2	2	1	2	2	2
GTP binding domain (IPR006073)	0	1	3	1	0	0	2	2	0	0	22	8	21	0	14	26	17	22	6	23
"GTP1/OBG, conserved site (IPR006074)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
"Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic (IPR006075)"	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
FAD dependent oxidoreductase (IPR006076)	0	1	1	0	0	0	0	1	0	0	1	1	1	0	3	2	1	1	1	1
"Acyl-CoA dehydrogenase, conserved site (IPR006089)"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0
"Acyl-CoA oxidase/dehydrogenase, middle domain (IPR006091)"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
"FAD linked oxidase, N-terminal (IPR006094)"	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	2	2	2	1	2
Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase (IPR006095)	0	0	0	0	0	0	0	0	0	0	3	0	4	0	3	4	4	4	0	4
"Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, C-terminal (IPR006096)"	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	0	2
"Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, dimerisation domain (IPR006097)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Methylmalonyl-CoA mutase, alpha/beta chain, catalytic (IPR006099)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich (IPR006102)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"Glycoside hydrolase family 2, catalytic domain (IPR006103)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Glycosyl hydrolases family 2, sugar binding domain (IPR006104)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal (IPR006109)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"RNA polymerase, subunit omega/Rpo6/RPB6 (IPR006110)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	2	2
"6-phosphogluconate dehydrogenase, NADP-binding (IPR006115)"	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	2	1	1	1	1
"Recombinase, conserved site (IPR006118)"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1
"Resolvase, N-terminal catalytic domain (IPR006119)"	2	1	0	0	0	0	3	0	0	0	0	2	0	0	3	2	0	3	3	3
"Resolvase, HTH domain (IPR006120)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Heavy metal-associated domain, HMA (IPR006121)"	0	4	0	0	0	0	9	0	0	0	12	3	9	0	12	9	6	12	3	12
"Heavy metal-associated domain, copper ion-binding (IPR006122)"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1
Metalloenzyme (IPR006124)	0	0	0	0	0	0	0	1	0	0	2	0	3	0	3	2	3	2	0	2
"Periplasmic solute binding protein, ZnuA-like (IPR006127)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adhesion lipoprotein (IPR006128)	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adhesin B (IPR006129)	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspartate/ornithine carbamoyltransferase (IPR006130)	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	3	0	5	3	5
"Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain (IPR006131)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding (IPR006132)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1
Type III secretion system substrate exporter (IPR006135)	0	0	0	0	0	0	1	2	0	0	9	0	9	0	4	9	8	11	0	9
Flagellar biosynthetic protein FlhB (IPR006136)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
"NADH:ubiquinone oxidoreductase-like, 20kDa subunit (IPR006137)"	1	0	1	0	0	0	0	0	0	0	2	1	2	0	2	2	3	2	0	2
"NADH-ubiquinone oxidoreductase, 20 Kd subunit (IPR006138)"	2	0	1	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2
"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain (IPR006139)"	0	1	0	0	0	0	0	0	0	0	2	0	2	0	2	3	1	2	1	2
"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain (IPR006140)"	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	2	2	2	0	2
"RND efflux pump, membrane fusion protein (IPR006143)"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1
"Pseudouridine synthase, RsuA/RluA-like (IPR006145)"	0	0	0	0	0	0	0	0	0	0	7	4	7	0	6	7	6	7	2	7
"5'-Nucleotidase, conserved site (IPR006146)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
Glucosamine/galactosamine-6-phosphate isomerase (IPR006148)	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1
Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase (IPR006151)	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1
Cation/H+ exchanger (IPR006153)	0	0	1	0	0	0	1	2	0	0	3	1	3	0	2	2	3	2	0	2
Dihydroneopterin aldolase/epimerase domain (IPR006157)	0	1	0	0	0	0	4	0	0	0	2	0	4	0	3	4	3	3	0	4
Cobalamin (vitamin B12)-binding domain (IPR006158)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Short chain fatty acid transporter AtoE (IPR006160)	0	0	0	0	0	0	0	0	0	0	2	0	4	0	6	2	4	2	0	2
Conserved hypothetical protein CHP00336 (IPR006161)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
Phosphopantetheine attachment site (IPR006162)	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1
"Glycerol-3-phosphate dehydrogenase, NAD-dependent (IPR006168)"	0	0	1	0	0	0	0	0	0	0	8	0	6	0	6	9	5	9	0	9
GTP1/OBG domain (IPR006169)	0	0	2	0	0	0	2	0	0	0	2	2	2	0	4	3	2	2	0	2
TOPRIM  domain (IPR006171)	0	0	0	0	0	0	3	6	0	0	14	0	11	0	12	12	12	12	3	15
YjgF/YER057c/UK114 family (IPR006175)	0	0	2	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2
"3-hydroxyacyl-CoA dehydrogenase, NAD binding (IPR006176)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5'-Nucleotidase/apyrase (IPR006179)	0	0	0	0	0	0	1	1	0	0	6	1	8	0	4	6	6	7	7	7
"Flagellar M-ring , N-terminal (IPR006182)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1
Antifreeze-like/N-acetylneuraminic acid synthase C-terminal (IPR006190)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Glycine-tRNA synthetase, heterodimeric (IPR006194)"	0	0	0	0	0	0	0	0	0	0	3	0	4	1	3	4	2	2	1	2
"Aminoacyl-tRNA synthetase, class II (IPR006195)"	0	1	0	0	0	0	3	4	0	0	9	1	7	0	8	9	8	7	2	7
"RNA-binding domain, S1, IF1 type (IPR006196)"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	2	0	2
"GHMP kinase, ATP-binding, conserved site (IPR006203)"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1
GHMP kinase N-terminal domain (IPR006204)	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	2	2	2	0	2
"Bax inhibitor 1, conserved site (IPR006213)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bax inhibitor 1-related (IPR006214)	0	0	0	0	0	0	2	2	0	0	2	2	2	2	2	2	2	2	0	2
DAHP synthetase I/KDSA (IPR006218)	0	1	1	0	0	0	2	1	0	0	1	0	1	0	3	1	1	1	1	1
"DAHP synthase, class 1 (IPR006219)"	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Anthranilate synthase/para-aminobenzoate synthase like domain (IPR006221)	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	3	2	3	0	2
"Aminomethyltransferase, folate-binding domain (IPR006222)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudouridine synthase, RluA-like, conserved site (IPR006224)"	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	3	2	3	1	3
"Pseudouridine synthase, RluC/RluD (IPR006225)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Malate:quinone-oxidoreductase (IPR006231)	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	2	2	2	0	3
"Cystathionine beta-lyase, bacterial (IPR006233)"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-3-phosphoglycerate dehydrogenase (IPR006236)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
Aconitase/Iron-responsive element-binding protein 2 (IPR006249)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Isocitrate lyase (IPR006254)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TonB/TolA, C-terminal (IPR006260)"	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	2	1	2	0	2
3-phosphoshikimate 1-carboxyvinyltransferase (IPR006264)	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	4	0	4
3-deoxy-8-phosphooctulonate synthase (IPR006269)	0	1	0	0	0	0	1	1	0	0	3	0	1	0	3	3	3	3	1	3
"Orotate phosphoribosyltransferase, bacterial (IPR006273)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1
"Carbamoyl-phosphate synthase, small subunit (IPR006274)"	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	2	0	2
"Carbamoyl-phosphate synthase, large subunit (IPR006275)"	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2	0	2
Thiamin pyrophosphokinase (IPR006282)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Thiamine-monophosphate kinase-like (IPR006283)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"DNA primase, DnaG (IPR006295)"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Elongation factor 4 (IPR006297)	0	1	0	0	0	0	0	0	0	0	5	1	3	0	3	3	3	3	1	3
GTP-binding protein BipA (IPR006298)	0	1	0	0	0	0	0	0	1	0	2	1	2	1	2	3	1	3	1	3
Flagellar basal-body rod protein FlgC (IPR006299)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
Flagellar basal-body rod protein FlgB (IPR006300)	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	2	0	3	0	3
Flagellar biosynthesis protein FlhA (IPR006301)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Flagellar biosynthesis protein FliR (IPR006303)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
Flagellar biosynthesis protein FliQ (IPR006305)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
"Twin-arginine translocation pathway, signal sequence (IPR006311)"	1	2	0	0	0	0	1	0	0	0	2	0	2	0	1	1	0	2	0	2
Sec-independent protein translocase protein TatA/E (IPR006312)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	2	0	2
Dyp-type peroxidase (IPR006314)	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Outer membrane autotransporter barrel (IPR006315)	0	0	0	0	0	0	0	3	0	0	4	0	3	0	3	3	2	1	0	1
