Species	Sample	HP	16s	metagenome
A5$Rhodoferax	A5	Hp-negative	0	0.064896755
A5$Rhodoplanes	A5	Hp-negative	0	0
A5$Rhodopseudomonas	A5	Hp-negative	0	0.037758112
A5$Rhodovulum	A5	Hp-negative	0	0
A5$Richelia_sinica	A5	Hp-negative	0	0.027138643
A5$Rickettsia	A5	Hp-negative	0	0.10619469
A5$Rickettsiella	A5	Hp-negative	0	0.043657817
A5$Riemerella	A5	Hp-negative	0	0.033038348
A5$Rikenellaceae_RC9_gut_group	A5	Hp-negative	0	0
A5$Rippkaea_orientalis	A5	Hp-negative	0	0
A5$Rivularia_sp._PCC_7116	A5	Hp-negative	0	0.049557522
A5$Rodentibacter	A5	Hp-negative	0	0
A5$Romboutsia	A5	Hp-negative	0	0.441297935
A5$Roseburia	A5	Hp-negative	1.24005305	0.062536873
A5$Roseibacterium	A5	Hp-negative	0	0
A5$Roseiflexus	A5	Hp-negative	0	0.022418879
A5$Roseimaritima	A5	Hp-negative	0	0.048377581
A5$Roseimicrobium	A5	Hp-negative	0	0.04719764
A5$Roseivivax	A5	Hp-negative	0	0.061356932
A5$Roseobacter	A5	Hp-negative	0	0
A5$Roseomonas	A5	Hp-negative	0	0.062536873
A5$Roseovarius	A5	Hp-negative	0	0.016519174
A5$Rossellomorea	A5	Hp-negative	0	0.060176991
A5$Rothia	A5	Hp-negative	0.139257294	0.083775811
A5$Rubellimicrobium	A5	Hp-negative	0	0
A5$Rubripirellula	A5	Hp-negative	0	0
A5$Rubrivivax_gelatinosus	A5	Hp-negative	0	0
A5$Rubrobacter	A5	Hp-negative	0	0
A5$Ruegeria	A5	Hp-negative	0	0
A5$Rufibacter	A5	Hp-negative	0	0
A5$Ruminiclostridium	A5	Hp-negative	0	0.07079646
A5$Ruminobacter	A5	Hp-negative	0	0
A5$Ruminococcus	A5	Hp-negative	0.377984085	0.033038348
A5$Rummeliibacillus	A5	Hp-negative	0	0.021238938
A5$Runella	A5	Hp-negative	0	0.089675516
A5$Saccharibacillus	A5	Hp-negative	0	0.024778761
A5$Saccharimonas	A5	Hp-negative	0	0.022418879
A5$Saccharopolyspora	A5	Hp-negative	0	0.020058997
A5$Saccharothrix	A5	Hp-negative	0	0.016519174
A5$Salegentibacter	A5	Hp-negative	0	0.014159292
A5$Salimicrobium	A5	Hp-negative	0	0
A5$Salinibacter_ruber	A5	Hp-negative	0	0.015339233
A5$Salinispora	A5	Hp-negative	0	0.231268437
A5$Salinivibrio	A5	Hp-negative	0	0
A5$Salinivirga	A5	Hp-negative	0	0.179351032
A5$Salipiger	A5	Hp-negative	0	0
A5$Saliterribacillus	A5	Hp-negative	0	0
A5$Salmonella	A5	Hp-negative	0	1.063126844
A5$Sandaracinus	A5	Hp-negative	0	0
A5$Sarcina	A5	Hp-negative	0	0.040117994
A5$Savagea	A5	Hp-negative	0	0
A5$Schaalia	A5	Hp-negative	0	0
A5$Schlegelella	A5	Hp-negative	0	0
A5$Schnuerera	A5	Hp-negative	0	0.017699115
A5$Scytonema_sp._HK-05	A5	Hp-negative	0	0.016519174
A5$Scytonema_sp._NIES-4073	A5	Hp-negative	0	0.050737463
A5$Sebaldella	A5	Hp-negative	0	0.036578171
A5$secondary_endosymbiont_of_Heteropsylla_cubana	A5	Hp-negative	0	0.014159292
A5$Sedimentibacter	A5	Hp-negative	0	0.021238938
A5$Sediminibacillus	A5	Hp-negative	0	0.012979351
A5$Sediminibacterium	A5	Hp-negative	0	0
A5$Selenomonas	A5	Hp-negative	0	0
A5$Sellimonas	A5	Hp-negative	0	0
A5$Seonamhaeicola	A5	Hp-negative	0	0.022418879
A5$Serpentinicella	A5	Hp-negative	0	0.613569322
A5$Serratia	A5	Hp-negative	0	0.143952802
A5$Shewanella	A5	Hp-negative	0	0.080235988
A5$Shigella	A5	Hp-negative	0	0.027138643
A5$Shimwellia	A5	Hp-negative	0	0.018879056
A5$Shinella	A5	Hp-negative	0	0
A5$Siansivirga	A5	Hp-negative	0	0.02359882
A5$Sideroxydans	A5	Hp-negative	0	0
A5$Silvanigrella	A5	Hp-negative	0	0.025958702
A5$Simkania	A5	Hp-negative	0	0.014159292
A5$Simonsiella	A5	Hp-negative	0	0
A5$Simplicispira	A5	Hp-negative	0	0.018879056
A5$Sinorhizobium	A5	Hp-negative	0	0.033038348
A5$Skermanella	A5	Hp-negative	0.152519894	0
A5$Sneathia	A5	Hp-negative	0	0.014159292
A5$Snodgrassella	A5	Hp-negative	0	0
A5$Sodaliphilus	A5	Hp-negative	0	0
A5$Sodalis	A5	Hp-negative	0	0
A5$Solibacillus	A5	Hp-negative	0	0.015339233
A5$Solimonas	A5	Hp-negative	0	0.012979351
A5$Solitalea	A5	Hp-negative	0	0.016519174
A5$Sorangium	A5	Hp-negative	0	0.093215339
A5$Spartinivicinus	A5	Hp-negative	0	0
A5$Sphaerochaeta	A5	Hp-negative	0	0.016519174
A5$Sphaerospermopsis_kisseleviana	A5	Hp-negative	0	0
A5$Sphaerotilus_natans	A5	Hp-negative	0	0
A5$Sphingobacterium	A5	Hp-negative	0	0.198230088
A5$Sphingobium	A5	Hp-negative	0	0
A5$Sphingomonas	A5	Hp-negative	0	0.067256637
A5$Sphingopyxis	A5	Hp-negative	0	0
A5$Sphingorhabdus	A5	Hp-negative	0	0.017699115
A5$Sphingosinicella	A5	Hp-negative	0	0.014159292
A5$Spirochaeta	A5	Hp-negative	0	0.037758112
A5$Spiroplasma	A5	Hp-negative	0	0.349262537
A5$Spirosoma	A5	Hp-negative	0	0.212389381
A5$Sporolactobacillus	A5	Hp-negative	0	0
A5$Sporosarcina	A5	Hp-negative	0	0.061356932
A5$Stanieria_cyanosphaera	A5	Hp-negative	0	0.138053097
A5$Stanieria_sp._NIES-3757	A5	Hp-negative	0	0.021238938
A5$Staphylococcus	A5	Hp-negative	2.274535809	19.09380531
A5$Staphylospora	A5	Hp-negative	0	0.014159292
A5$Stappia	A5	Hp-negative	0	0
A5$Stenotrophomonas	A5	Hp-negative	0	0.283185841
A5$Steroidobacter	A5	Hp-negative	0	0
A5$Stieleria	A5	Hp-negative	0	0
A5$Stigmatella	A5	Hp-negative	0	0.012979351
A5$Stomatobaculum	A5	Hp-negative	0.324933687	0
A5$Streptacidiphilus	A5	Hp-negative	0	0
A5$Streptobacillus	A5	Hp-negative	0	0.027138643
A5$Streptococcus	A5	Hp-negative	12.89787798	2.648967552
A5$Streptomonospora	A5	Hp-negative	0	0
A5$Streptomyces	A5	Hp-negative	0	2.666666667
A5$Streptosporangium	A5	Hp-negative	0	0.030678466
A5$Subdoligranulum	A5	Hp-negative	0	0
A5$Succinatimonas	A5	Hp-negative	0	0
A5$Succiniclasticum	A5	Hp-negative	0	0
A5$Succinivibrio	A5	Hp-negative	0	0
A5$Suicoccus	A5	Hp-negative	0	0.024778761
A5$Sulfitobacter	A5	Hp-negative	0	0
A5$Sulfurihydrogenibium	A5	Hp-negative	0	0.043657817
A5$Sulfurimonas	A5	Hp-negative	0	0.168731563
A5$Sulfurospirillum	A5	Hp-negative	0	0.015339233
A5$Sulfurovum	A5	Hp-negative	0	0
A5$Sumerlaea	A5	Hp-negative	0	0
A5$Sutcliffiella	A5	Hp-negative	0	0
A5$Sutterella	A5	Hp-negative	0	0
A5$Sva0996_marine_group	A5	Hp-negative	0	0
A5$SWB02	A5	Hp-negative	0	0
A5$Synechococcus_elongatus	A5	Hp-negative	0	0.012979351
A5$Synechococcus_sp._BIOS-E4-1	A5	Hp-negative	0	0.016519174
A5$Synechococcus_sp._Minos11	A5	Hp-negative	0	0
A5$Synechococcus_sp._NIES-970	A5	Hp-negative	0	0
A5$Synechococcus_sp._PCC_7002	A5	Hp-negative	0	0.056637168
A5$Synechococcus_sp._PCC_7003	A5	Hp-negative	0	0.015339233
A5$Synechococcus_sp._PROS-U-1	A5	Hp-negative	0	0
A5$Synechococcus_sp._RS9909	A5	Hp-negative	0	0
A5$Synechococcus_sp._WH_8109	A5	Hp-negative	0	0.016519174
A5$Syntrophobacter	A5	Hp-negative	0	0
A5$Taibaiella	A5	Hp-negative	0	0
A5$Tamlana	A5	Hp-negative	0	0
A5$Tannerella	A5	Hp-negative	0	0.022418879
A5$Tenacibaculum	A5	Hp-negative	0	0.228908555
A5$Tenuibacillus	A5	Hp-negative	0	0
A5$Tenuifilum	A5	Hp-negative	0	0
A5$Tepidanaerobacter	A5	Hp-negative	0	0.01179941
A5$Tepidimicrobium	A5	Hp-negative	0	0
A5$Tepidimonas	A5	Hp-negative	0	0
A5$Tepiditoga	A5	Hp-negative	0	0.197050147
A5$Terasakiella	A5	Hp-negative	0	0
A5$Tetragenococcus	A5	Hp-negative	0	0.027138643
A5$Thalassospira	A5	Hp-negative	0	0
A5$Thalassotalea	A5	Hp-negative	0	0
A5$Thermaerobacter	A5	Hp-negative	0	0
A5$Thermanaeromonas	A5	Hp-negative	0	0
A5$Thermoanaerobacter	A5	Hp-negative	0	0
A5$Thermoanaerobacterium	A5	Hp-negative	0	0.096755162
A5$Thermoanaerosceptrum	A5	Hp-negative	0	0
A5$Thermobispora	A5	Hp-negative	0	0
A5$Thermoclostridium	A5	Hp-negative	0	0.022418879
A5$Thermodesulfatator	A5	Hp-negative	0	0.014159292
A5$Thermodesulfobacterium	A5	Hp-negative	0	0.01179941
A5$Thermodesulfobium	A5	Hp-negative	0	0.014159292
A5$Thermodesulfovibrio	A5	Hp-negative	0	0
A5$Thermoleptolyngbya_sp._PKUAC-SCTB121	A5	Hp-negative	0	0.049557522
A5$Thermomonas	A5	Hp-negative	0	0.030678466
A5$Thermomonospora	A5	Hp-negative	0	0
A5$Thermosipho	A5	Hp-negative	0	0.031858407
A5$Thermosynechococcus_elongatus	A5	Hp-negative	0	0.037758112
A5$Thermotoga	A5	Hp-negative	0	1.400589971
A5$Thermotomaculum	A5	Hp-negative	0	0.01179941
A5$Thermus	A5	Hp-negative	0	0.031858407
A5$Thioclava	A5	Hp-negative	0	0
A5$Thiomicrorhabdus	A5	Hp-negative	0	0.012979351
A5$Thiomonas_intermedia	A5	Hp-negative	0	0.022418879
A5$Thiospirochaeta	A5	Hp-negative	0	0.062536873
A5$Thiosulfativibrio	A5	Hp-negative	0	0.017699115
A5$Thiothrix	A5	Hp-negative	0	0.018879056
A5$Thorsellia	A5	Hp-negative	0	0
A5$Tissierella	A5	Hp-negative	0	0.030678466
A5$Tistrella	A5	Hp-negative	0	0
A5$Tolypothrix_sp._PCC_7910	A5	Hp-negative	0	0.024778761
A5$Treponema	A5	Hp-negative	0.49071618	0.184070796
A5$Trichococcus	A5	Hp-negative	0	0
A5$Trichodesmium_erythraeum	A5	Hp-negative	0	0.081415929
A5$Trichormus_azollae	A5	Hp-negative	0	0.012979351
A5$Turicella	A5	Hp-negative	0	0
A5$Turicibacter	A5	Hp-negative	0	0
A5$Turicimonas	A5	Hp-negative	0	0
A5$Tuwongella	A5	Hp-negative	0	0
A5$Tyzzerella	A5	Hp-negative	0	0
A5$UCG-002	A5	Hp-negative	0.311671088	0
A5$UCG-003	A5	Hp-negative	0	0
A5$UCG-004	A5	Hp-negative	0	0
A5$UCG-005	A5	Hp-negative	0	0
A5$Undibacterium	A5	Hp-negative	0	0.034218289
A5$Urbifossiella	A5	Hp-negative	0	0.073156342
A5$Ureaplasma	A5	Hp-negative	0	0.015339233
A5$Urechidicola	A5	Hp-negative	0	0.028318584
A5$Ureibacillus	A5	Hp-negative	0	0.012979351
A5$V9D2013_group	A5	Hp-negative	0	0
A5$Vagococcus	A5	Hp-negative	0	0.04719764
A5$Vallitalea	A5	Hp-negative	0	0.138053097
A5$Variovorax	A5	Hp-negative	0	0.152212389
A5$Veillonella	A5	Hp-negative	1.690981432	0.05899705
A5$Verminephrobacter	A5	Hp-negative	0	0.016519174
A5$Verrucomicrobium	A5	Hp-negative	0	0.017699115
A5$Vespertiliibacter	A5	Hp-negative	0	0
A5$Vibrio	A5	Hp-negative	0	0.613569322
A5$Vicinamibacter	A5	Hp-negative	0	0
A5$Virgibacillus	A5	Hp-negative	0	0.095575221
A5$Viridibacillus	A5	Hp-negative	0	0.027138643
A5$Vitreoscilla	A5	Hp-negative	0	0
A5$Vulcaniibacterium	A5	Hp-negative	0	0
A5$Vulgatibacter	A5	Hp-negative	0	0
A5$W5053	A5	Hp-negative	0	0
A5$Weeksella	A5	Hp-negative	0	0
A5$Weissella	A5	Hp-negative	0	0.038938053
A5$Weizmannia	A5	Hp-negative	0	0.016519174
A5$Wenyingzhuangia	A5	Hp-negative	0	0.02359882
A5$Wenzhouxiangella	A5	Hp-negative	0	0.020058997
A5$Winogradskyella	A5	Hp-negative	0	0.134513274
A5$Wolbachia	A5	Hp-negative	0	0.100294985
A5$Xanthobacter	A5	Hp-negative	0	0
A5$Xanthomonas	A5	Hp-negative	0	0.087315634
A5$Xenorhabdus	A5	Hp-negative	0	0
A5$Xylanimonas	A5	Hp-negative	0	0
A5$Xylella	A5	Hp-negative	0	0.012979351
A5$Xylophilus_rhododendri	A5	Hp-negative	0	0.01179941
A5$Yersinia	A5	Hp-negative	0	0.142772861
A5$Yoonia-Loktanella	A5	Hp-negative	0	0
A5$Zhongshania	A5	Hp-negative	0	0.015339233
A5$Zobellella	A5	Hp-negative	0	0
A5$ZOR0006	A5	Hp-negative	0	0
A5$Zunongwangia	A5	Hp-negative	0	0
A5$Zymomonas	A5	Hp-negative	0	0.020058997
B4$[Eubacterium]_brachy_group	B4	Hp-positive	0	0
B4$[Eubacterium]_hallii_group	B4	Hp-positive	0	0
B4$[Eubacterium]_nodatum_group	B4	Hp-positive	0	0
B4$[Eubacterium]_ventriosum_group	B4	Hp-positive	0	0
B4$[Eubacterium]_xylanophilum_group	B4	Hp-positive	0	0
B4$[Renibacterium]_salmoninarum_group	B4	Hp-positive	0	0
B4$[Ruminococcus]_gauvreauii_group	B4	Hp-positive	0	0
B4$[Ruminococcus]_gnavus_group	B4	Hp-positive	0	0
B4$[Ruminococcus]_torques_group	B4	Hp-positive	0	0
B4$A2	B4	Hp-positive	0	0
B4$Abditibacterium	B4	Hp-positive	0.113960797	0
B4$Abyssicoccus	B4	Hp-positive	0	0
B4$Acaryochloris_marina	B4	Hp-positive	0	0
B4$Acetitomaculum	B4	Hp-positive	0	0
B4$Acetivibrio	B4	Hp-positive	0	0
B4$Acetoanaerobium	B4	Hp-positive	0	0
B4$Acetobacter	B4	Hp-positive	0	0.171808582
B4$Acetobacterium	B4	Hp-positive	0	0
B4$Acetohalobium	B4	Hp-positive	0	0
B4$Acholeplasma	B4	Hp-positive	0	0
B4$Achromobacter	B4	Hp-positive	0	0.065168772
B4$Acidaminococcus	B4	Hp-positive	0	0
B4$Acidibacter	B4	Hp-positive	0	0
B4$Acidipropionibacterium	B4	Hp-positive	0	0
B4$Acidovorax	B4	Hp-positive	0.04078597	0
B4$Acinetobacter	B4	Hp-positive	0.104364099	0.302146126
B4$Actinobacillus	B4	Hp-positive	0.071975241	0
B4$Actinomadura	B4	Hp-positive	0	0
B4$Actinomyces	B4	Hp-positive	0.079172765	0.420634803
B4$Actinoplanes	B4	Hp-positive	0	0
B4$Actinopolymorpha	B4	Hp-positive	0	0
B4$Actinosynnema	B4	Hp-positive	0	0
B4$Adhaeribacter	B4	Hp-positive	0	0
B4$Aequorivita	B4	Hp-positive	0	0
B4$Aeribacillus	B4	Hp-positive	0	0
B4$Aerococcus	B4	Hp-positive	0.033588446	0
B4$Aeromonas	B4	Hp-positive	0	0
B4$Agarilytica	B4	Hp-positive	0	0
B4$Agathobacter	B4	Hp-positive	0	0
B4$Aggregatibacter	B4	Hp-positive	0.103164511	0.068130989
B4$Agrobacterium	B4	Hp-positive	0	0.032584386
B4$Agromyces	B4	Hp-positive	0	0.014811085
B4$Akkermansia	B4	Hp-positive	0	0
B4$Albibacter	B4	Hp-positive	0	0
B4$Alcaligenes	B4	Hp-positive	0	0.023697735
B4$Alcanivorax	B4	Hp-positive	0	0
B4$Algibacter	B4	Hp-positive	0	0
B4$Algoriphagus	B4	Hp-positive	0	0
B4$Aliarcobacter	B4	Hp-positive	0	0.041471037
B4$Alicyclobacillus	B4	Hp-positive	0	0.059244338
B4$Aliivibrio	B4	Hp-positive	0	0
B4$Alishewanella	B4	Hp-positive	0	0
B4$Alistipes	B4	Hp-positive	0	0.03850882
B4$Alkalibacterium	B4	Hp-positive	0	0
B4$Alkalicella	B4	Hp-positive	0	0
B4$Alkalihalobacillus	B4	Hp-positive	0	0
B4$Alkaliphilus	B4	Hp-positive	0	0
B4$Alkalitalea	B4	Hp-positive	0	0
B4$Alloactinosynnema	B4	Hp-positive	0	0
B4$Allochromatium	B4	Hp-positive	0	0
B4$Allofrancisella	B4	Hp-positive	0	0
B4$Alloiococcus	B4	Hp-positive	0	0
B4$Allokutzneria	B4	Hp-positive	0	0
B4$Alloprevotella	B4	Hp-positive	1.768191742	0
B4$Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	B4	Hp-positive	0	0
B4$Altererythrobacter	B4	Hp-positive	0	0.028141061
B4$Alteromonas	B4	Hp-positive	0	0
B4$Alysiella	B4	Hp-positive	0	0
B4$Amedibacterium	B4	Hp-positive	0	0
B4$Aminipila	B4	Hp-positive	0	0
B4$Aminobacterium	B4	Hp-positive	0	0
B4$Ammonifex	B4	Hp-positive	0	0
B4$Amniculibacterium	B4	Hp-positive	0	0
B4$Amnipila	B4	Hp-positive	0	0
B4$Amphibacillus	B4	Hp-positive	0	0.278448391
B4$Amycolatopsis	B4	Hp-positive	0	0
B4$Anabaena_cylindrica	B4	Hp-positive	0	0
B4$Anabaena_sp._90	B4	Hp-positive	0	0
B4$Anabaena_sp._WA102	B4	Hp-positive	0	0
B4$Anaerobacillus	B4	Hp-positive	0	0
B4$Anaerobiospirillum	B4	Hp-positive	0	0
B4$Anaerobutyricum	B4	Hp-positive	0	0
B4$Anaerococcus	B4	Hp-positive	0	0
B4$Anaerocolumna	B4	Hp-positive	0	0
B4$Anaeromyxobacter	B4	Hp-positive	0	0
B4$Anaeroplasma	B4	Hp-positive	0	0
B4$Anaerospora	B4	Hp-positive	0	0
B4$Anaerostipes	B4	Hp-positive	0	0
B4$Anaerotruncus	B4	Hp-positive	0	0
B4$Aneurinibacillus	B4	Hp-positive	0	0
B4$Anoxybacillus	B4	Hp-positive	0.03598762	0
B4$Anoxybacter_fermentans	B4	Hp-positive	0	0
B4$Anseongella	B4	Hp-positive	0	0
B4$Antarcticibacterium	B4	Hp-positive	0	0
B4$Apibacter	B4	Hp-positive	0	0
B4$Apilactobacillus	B4	Hp-positive	0	0
B4$Aquabacterium	B4	Hp-positive	0	0
B4$Aquamicrobium	B4	Hp-positive	0	0
B4$Aquicella	B4	Hp-positive	0	0
B4$Aquifex	B4	Hp-positive	0	0.047395471
B4$Aquiflexum	B4	Hp-positive	0	0
B4$Aquihabitans	B4	Hp-positive	0	0
B4$Aquiluna	B4	Hp-positive	0	0
B4$Aquimarina	B4	Hp-positive	0	0
B4$Aquirufa	B4	Hp-positive	0	0
B4$Aquisphaera	B4	Hp-positive	0	0
B4$Arabia	B4	Hp-positive	0	0
B4$Arachidicoccus	B4	Hp-positive	0	0.014811085
B4$Archangium	B4	Hp-positive	0	0
B4$Arcicella	B4	Hp-positive	0	0
B4$Arcobacter	B4	Hp-positive	0	0
B4$Arcticibacterium	B4	Hp-positive	0	0
B4$Arenibacter	B4	Hp-positive	0	0
B4$Arenimonas	B4	Hp-positive	0	0
B4$Aromatoleum	B4	Hp-positive	0	0
B4$Arsenicicoccus	B4	Hp-positive	0	0
B4$Arsenophonus	B4	Hp-positive	0	0
B4$Arthrobacter	B4	Hp-positive	0	1.464816268
B4$ASF356	B4	Hp-positive	0	0
B4$Asinibacterium	B4	Hp-positive	0	0
B4$Asteroleplasma	B4	Hp-positive	0	0
B4$Asticcacaulis	B4	Hp-positive	0	0
B4$Atopobium	B4	Hp-positive	0	0
B4$Atopostipes	B4	Hp-positive	0	0
B4$Atribacter	B4	Hp-positive	0	0
B4$Aurantisolimonas	B4	Hp-positive	0	0
B4$Auraticoccus	B4	Hp-positive	0	0
B4$Aureimonas	B4	Hp-positive	0	0
B4$Aureliella	B4	Hp-positive	0	0
B4$Avibacterium	B4	Hp-positive	0.020392985	0
B4$Azoarcus	B4	Hp-positive	0	0
B4$Azospirillum	B4	Hp-positive	0	0.062206555
B4$Bacillus	B4	Hp-positive	0.951272762	1.407053038
B4$Bacteroides	B4	Hp-positive	0.070775653	0.149591955
B4$Barnesiella	B4	Hp-positive	0	0
B4$Bartonella	B4	Hp-positive	0	0
B4$Basfia	B4	Hp-positive	0	0
B4$Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	B4	Hp-positive	0	0
B4$Bdellovibrio	B4	Hp-positive	0	0
B4$Beggiatoa	B4	Hp-positive	0.019193397	0
B4$Belliella	B4	Hp-positive	0	0
B4$Bergeyella	B4	Hp-positive	0.029989684	0
B4$Bernardetia	B4	Hp-positive	0	0
B4$Bhargavaea	B4	Hp-positive	0	0
B4$Bifidobacterium	B4	Hp-positive	0	0
B4$Bilophila	B4	Hp-positive	0	0
B4$Biomaibacter	B4	Hp-positive	0	0
B4$Bisgaardia	B4	Hp-positive	0	0
B4$Blastomonas	B4	Hp-positive	0	0
B4$Blattabacterium	B4	Hp-positive	0	0.047395471
B4$Blautia	B4	Hp-positive	0	0.023697735
B4$Blvii28_wastewater-sludge_group	B4	Hp-positive	0	0
B4$Bombella	B4	Hp-positive	0	0
B4$Bordetella	B4	Hp-positive	0	0.041471037
B4$Borrelia	B4	Hp-positive	0	0.146629738
B4$Borreliella	B4	Hp-positive	0	0.084423182
B4$Bosea	B4	Hp-positive	0	0
B4$Boseongicola	B4	Hp-positive	0	0
B4$Botrimarina	B4	Hp-positive	0	0.017773302
B4$Brachybacterium	B4	Hp-positive	0	0
B4$Brachyspira	B4	Hp-positive	0	0.034065495
B4$Bradyrhizobium	B4	Hp-positive	0	0.364352682
B4$Brasilonema_sennae	B4	Hp-positive	0	0
B4$Brenneria	B4	Hp-positive	0	0
B4$Brevibacillus	B4	Hp-positive	0	0.025178844
B4$Brevibacterium	B4	Hp-positive	0	0
B4$Brevundimonas	B4	Hp-positive	0	0.087385399
B4$Brochothrix	B4	Hp-positive	0	0
B4$Brucella	B4	Hp-positive	0	0.106639809
B4$Buchnera	B4	Hp-positive	0	0.025178844
B4$Burkholderia	B4	Hp-positive	0	0.140705304
B4$Burkholderia-Caballeronia-Paraburkholderia	B4	Hp-positive	0	0
B4$Buttiauxella	B4	Hp-positive	0	0.014811085
B4$Butyricicoccus	B4	Hp-positive	0	0
B4$Butyricimonas	B4	Hp-positive	0	0
B4$Butyrivibrio	B4	Hp-positive	0	0
B4$CAG-56	B4	Hp-positive	0	0
B4$Caldanaerobacter	B4	Hp-positive	0	0
B4$Caldibacillus	B4	Hp-positive	0	0
B4$Caldicellulosiruptor	B4	Hp-positive	0	0
B4$Caldisericum	B4	Hp-positive	0	0
B4$Calditerrivibrio	B4	Hp-positive	0	0
B4$Caloramator	B4	Hp-positive	0	0
B4$Caloranaerobacter	B4	Hp-positive	0	0.016292193
B4$Calothrix_brevissima	B4	Hp-positive	0	0.084423182
B4$Calothrix_parasitica	B4	Hp-positive	0	0
B4$Calothrix_PCC-6303	B4	Hp-positive	0.013195461	0
B4$Calothrix_sp._336/3	B4	Hp-positive	0	0.097753158
B4$Calothrix_sp._NIES-2098	B4	Hp-positive	0	0
B4$Calothrix_sp._NIES-2100	B4	Hp-positive	0	0
B4$Calothrix_sp._PCC_6303	B4	Hp-positive	0	0
B4$Calothrix_sp._PCC_7507	B4	Hp-positive	0	0
B4$Caminibacter	B4	Hp-positive	0	0
B4$Campylobacter	B4	Hp-positive	0.056380605	0
B4$Candidatus_Amoebophilus	B4	Hp-positive	0	0
B4$Candidatus_Armantifilum	B4	Hp-positive	0	0
B4$Candidatus_Arthromitus	B4	Hp-positive	0	0
B4$Candidatus_Atelocyanobacterium_thalassa	B4	Hp-positive	0	0
B4$Candidatus_Babela_massiliensis	B4	Hp-positive	0	0
B4$Candidatus_Bacilloplasma	B4	Hp-positive	0	0
B4$Candidatus_Blochmannia	B4	Hp-positive	0	0
B4$Candidatus_Cardinium	B4	Hp-positive	0	0
B4$Candidatus_Carsonella	B4	Hp-positive	0	0
B4$Candidatus_Cytomitobacter	B4	Hp-positive	0	0
B4$Candidatus_Deianiraea	B4	Hp-positive	0	0
B4$Candidatus_Desulfofervidus_auxilii	B4	Hp-positive	0	0
B4$Candidatus_Endolissoclinum	B4	Hp-positive	0	0
B4$Candidatus_Fonsibacter_ubiquis	B4	Hp-positive	0	0
B4$Candidatus_Formimonas	B4	Hp-positive	0	0
B4$Candidatus_Gullanella	B4	Hp-positive	0	0
B4$Candidatus_Hamiltonella	B4	Hp-positive	0	0
B4$Candidatus_Hodgkinia_cicadicola	B4	Hp-positive	0	0
B4$Candidatus_Kinetoplastibacterium	B4	Hp-positive	0	0
B4$Candidatus_Kinetoplastibacterium.1	B4	Hp-positive	0	0
B4$Candidatus_Kinetoplastibacterium.2	B4	Hp-positive	0	0
B4$Candidatus_Kuenenia	B4	Hp-positive	0	0
B4$Candidatus_Methylopumilus	B4	Hp-positive	0	0
B4$Candidatus_Nanosynbacter	B4	Hp-positive	0	0
B4$Candidatus_Neoehrlichia	B4	Hp-positive	0	0
B4$Candidatus_Nitrotoga	B4	Hp-positive	0	0
B4$Candidatus_Obscuribacter	B4	Hp-positive	0	0
B4$Candidatus_Paracaedibacter	B4	Hp-positive	0	0
B4$Candidatus_Pelagibacter	B4	Hp-positive	0	0
B4$Candidatus_Phycorickettsia	B4	Hp-positive	0	0
B4$Candidatus_Phytoplasma	B4	Hp-positive	0	0
B4$Candidatus_Portiera	B4	Hp-positive	0	0
B4$Candidatus_Profftia	B4	Hp-positive	0	0
B4$Candidatus_Promineofilum	B4	Hp-positive	0	0
B4$Candidatus_Protochlamydia	B4	Hp-positive	0	0
B4$Candidatus_Purcelliella	B4	Hp-positive	0	0
B4$Candidatus_Reidiella	B4	Hp-positive	0	0
B4$Candidatus_Ruthia	B4	Hp-positive	0	0
B4$Candidatus_Soleaferrea	B4	Hp-positive	0	0
B4$Candidatus_Solibacter	B4	Hp-positive	0	0
B4$Candidatus_Sulcia_muelleri	B4	Hp-positive	0	0
B4$Candidatus_Syntrophocurvum	B4	Hp-positive	0	0
B4$Candidatus_Tachikawaea	B4	Hp-positive	0	0
B4$Candidatus_Thioglobus	B4	Hp-positive	0	0
B4$Candidatus_Thioglobus.1	B4	Hp-positive	0	0
B4$Candidatus_Vestibaculum	B4	Hp-positive	0	0
B4$Candidatus_Xenohaliotis	B4	Hp-positive	0	0
B4$Capnocytophaga	B4	Hp-positive	0.026390922	0.039989928
B4$Caproiciproducens	B4	Hp-positive	0	0
B4$Carboxydothermus	B4	Hp-positive	0	0.016292193
B4$Cardiobacterium	B4	Hp-positive	0	0
B4$Carnobacterium	B4	Hp-positive	0	0
B4$Catellatospora	B4	Hp-positive	0	0
B4$Catenovulum	B4	Hp-positive	0	0
B4$Catenulispora	B4	Hp-positive	0	0
B4$Catonella	B4	Hp-positive	0.110362035	0
B4$Caulobacter	B4	Hp-positive	0	0
B4$Cedecea	B4	Hp-positive	0	0.016292193
B4$Cellulomonas	B4	Hp-positive	0	0
B4$Cellulophaga	B4	Hp-positive	0	0.014811085
B4$Cellulosilyticum	B4	Hp-positive	0	0
B4$Cellvibrio	B4	Hp-positive	0	0
B4$CENA359	B4	Hp-positive	0	0
B4$Cereibacter	B4	Hp-positive	0	0
B4$Cetobacterium	B4	Hp-positive	0	0
B4$Chamaesiphon_minutus	B4	Hp-positive	0	0.15403528
B4$Changchengzhania	B4	Hp-positive	0	0
